,"(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)"
Max Drawdown Duration,3319 days 00:00:00,3319 days 00:00:00,2771 days 00:00:00,3319 days 00:00:00,3319 days 00:00:00,3319 days 00:00:00,2736 days 00:00:00,2736 days 00:00:00,2484 days 00:00:00,2484 days 00:00:00,3519 days 00:00:00,2659 days 00:00:00,2799 days 00:00:00,3379 days 00:00:00,3379 days 00:00:00,2545 days 00:00:00,2553 days 00:00:00,2545 days 00:00:00,3379 days 00:00:00,2545 days 00:00:00,3519 days 00:00:00,2553 days 00:00:00,2545 days 00:00:00,2545 days 00:00:00,2545 days 00:00:00
Total Trades,237,234,232,225,217,212,214,211,207,201,198,196,195,190,185,179,172,172,169,164,166,155,157,152,149
Total Closed Trades,237,234,232,225,217,212,214,211,207,201,198,196,195,190,185,179,172,172,169,164,166,155,157,152,149
Total Open Trades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Trade PnL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Win Rate [%],58.22784810126582,58.119658119658126,60.3448275862069,60.88888888888889,60.82949308755761,61.79245283018868,61.21495327102804,63.507109004739334,63.28502415458937,63.18407960199005,60.60606060606061,61.73469387755102,64.61538461538461,63.1578947368421,62.70270270270271,60.893854748603346,59.883720930232556,62.7906976744186,61.53846153846154,62.80487804878049,60.8433734939759,61.935483870967744,63.69426751592356,61.8421052631579,64.42953020134227
Best Trade [%],3.2058309141459675,2.887398031652594,2.8873980316525905,2.887398031652573,2.8873980316525842,2.4837080857303975,2.887398031652576,2.887398031652583,2.88739803165258,2.887398031652575,2.4837080857303926,2.887398031652578,2.8873980316525767,2.8873980316525656,2.8873980316525683,2.4837080857303917,2.887398031652584,2.887398031652564,2.8873980316525754,2.887398031652583,2.4837080857303984,2.8873980316525847,2.887398031652578,2.8873980316525776,2.8873980316525785
Worst Trade [%],-10.212227341759936,-9.292358424609162,-8.710211157924451,-8.7793147971699,-8.409712090313622,-15.63878533437895,-9.292358424609166,-6.0756261476238835,-6.0756261476238755,-8.314846558603648,-10.854032400192665,-5.535346135973493,-5.564308703564505,-6.070223662077567,-8.314846558603648,-6.8061054084649815,-7.686787467719546,-5.564308703564493,-6.070223662077565,-12.979882555292141,-6.80610540846499,-7.686787467719541,-5.56430870356451,-6.0702236620775585,-12.979882555292155
Avg Winning Trade [%],0.6759640594055737,0.7057394473863012,0.718228958351645,0.7310041869129367,0.7251980057625385,0.701446165298551,0.7349057767616917,0.7389482320730602,0.7520728716196711,0.7643451386703288,0.6657931847385503,0.7176005512987595,0.7107844367185414,0.7263446212874871,0.735752537410768,0.6780593659830401,0.7439728849165972,0.7415083782838198,0.7589258511745803,0.7863908574595844,0.6657984213320299,0.7209099152552656,0.7169289466239069,0.738640237134911,0.7491134788942507
Avg Losing Trade [%],-1.2285166845994704,-1.2166758081184452,-1.3151326057759336,-1.3852991001147892,-1.3319816042585033,-1.280958217125698,-1.1605830859245367,-1.2791494995406851,-1.2414542602827305,-1.3139889353221845,-1.2382621706741541,-1.098805710605775,-1.2548013403440403,-1.2115023314825628,-1.2608579789286554,-1.222242749399873,-1.1890056928472224,-1.3031883112845297,-1.2048435008333813,-1.302911028280206,-1.192669126441041,-1.2943896129344674,-1.339545110410304,-1.2369632938050066,-1.403375046928143
Avg Winning Trade Duration,2 days 21:44:20.869565217,3 days 13:03:31.764705882,3 days 04:27:25.714285714,3 days 02:58:41.167883211,3 days 12:10:54.545454545,2 days 14:28:23.816793893,3 days 08:03:39.847328244,3 days 01:36:42.985074626,3 days 00:10:59.541984732,3 days 09:15:35.433070866,2 days 11:36:00,4 days 07:08:25.785123966,3 days 01:31:25.714285714,2 days 22:36:00,3 days 07:26:53.793103448,2 days 15:24:46.238532110,4 days 15:50:40.776699029,3 days 00:00:00,3 days 02:18:27.692307692,3 days 14:54:45.436893203,2 days 17:49:18.415841584,5 days 08:45:00,3 days 03:21:36,3 days 03:34:28.085106383,3 days 19:00:00
Avg Losing Trade Duration,6 days 09:41:49.090909090,5 days 12:58:46.530612244,6 days 07:02:36.521739130,7 days 05:43:38.181818181,7 days 18:55:03.529411764,7 days 08:17:46.666666666,5 days 13:00:43.373493975,6 days 18:04:40.519480519,7 days 02:12:37.894736842,7 days 20:45:24.324324324,6 days 13:13:50.769230769,5 days 07:40:48,7 days 04:31:18.260869565,7 days 04:48:00,7 days 21:54:46.956521739,6 days 10:17:08.571428571,6 days 01:02:36.521739130,7 days 12:00:00,7 days 03:41:32.307692307,8 days 05:54:05.901639344,5 days 16:36:55.384615384,6 days 02:02:02.033898305,7 days 13:53:41.052631578,8 days 02:04:08.275862069,8 days 12:13:35.094339622
Profit Factor,0.7558648086754167,0.7936129550959844,0.8210639181631328,0.8076103896472548,0.834415470449144,0.8621254080871661,0.9792235651374207,0.9863671587459263,1.025148099931016,0.9768488168077943,0.8090769490124142,1.0368933292334919,1.0165204777731127,1.0106863221135844,0.9612313802499795,0.8491506176183321,0.9187889780552321,0.9424104607153144,0.9905619002749155,0.9922488466918868,0.8501840442882397,0.8914526950118523,0.9213491318686292,0.9509482463186973,0.9396882545375985
Expectancy,-0.11175501933261711,-0.0965845879041663,-0.0877859244122634,-0.09590346430272206,-0.083095271301659,-0.06441457828885921,-0.00927917630466446,-0.006391755389295706,0.011576940605575958,-0.011586395797780147,-0.08615190540615025,0.015534892027889602,0.007309699287104288,0.004693002783925093,-0.018387164076472118,-0.06901713447093011,-0.0393884419636088,-0.027423133012034584,-0.004346609026764536,-0.003734565096412512,-0.06634245650832654,-0.05357534062284064,-0.03715323438665191,-0.02300632019284532,-0.02944246382999538
Sharpe Ratio,-0.41648851902229117,-0.34810156802825953,-0.30109427826363067,-0.30880507099366067,-0.23949982929390173,-0.20552064193296127,-0.0056470727046752794,0.006684625007495871,0.06916498924973002,-0.0004167038039892729,-0.30353149333739854,0.08058484150458764,0.053054215483667795,0.04382633765077742,-0.020231407312865688,-0.21680942960383162,-0.07934245580792708,-0.060592034845233775,0.014137965895349817,0.018649446031370042,-0.21221833689369649,-0.10779097017331406,-0.08658804200450324,-0.03914943843512406,-0.05077561504137174
Calmar Ratio,-0.07602693924327338,-0.06645864470638187,-0.06085352929498663,-0.0628733020684174,-0.0564885217552727,-0.04916970894957563,-0.007079680858594693,-0.005275203067146365,0.010404158657737068,-0.010473546405142488,-0.060001591156019524,0.011796957207992474,0.005591757836954862,0.003763420788334316,-0.015128884651749174,-0.0507849132854922,-0.028404440870916665,-0.020192348831891516,-0.0033284584017572224,-0.002417180074246638,-0.04672018402238498,-0.03545801768931488,-0.02775565333189642,-0.016137547170233756,-0.018323031333307822
Omega Ratio,0.886638141147743,0.9044825634638852,0.9163905321836178,0.9159576786458798,0.9360771682207596,0.9417235724141038,0.9983437974274145,1.0019386862046467,1.0201660791923561,0.9998774774297639,0.9095222842959289,1.0238186867512018,1.015797975600331,1.013224848172472,0.9937985407430986,0.9312825621875939,0.9751726213779612,0.9812897591067757,1.004480627520091,1.0056446832431563,0.9284448723887356,0.9658037185805374,0.972148471787419,0.9874577063758858,0.9841225333098451
Sortino Ratio,-0.5279260787198117,-0.4391852346661408,-0.3842484393035376,-0.39517186235776547,-0.3098561712775475,-0.27492799065485163,-0.007605275687263479,0.009123634138850199,0.09537223995570104,-0.0005453464639039378,-0.39739207158718654,0.11202406049774205,0.07338900105853145,0.06098033002997867,-0.026520049422290574,-0.2878891813567283,-0.10316996396870087,-0.08289546069884406,0.019670686805755167,0.025830210191363348,-0.28413629223990816,-0.1402614521635838,-0.11871680125740483,-0.05430436064261224,-0.07001977884709938
